sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate
KJ001536	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2011	2011	2011	1315	24-Nov-2015	24-Nov-2015	Canis familiaris	-	2766dgM11
KJ957431	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2011	2011	2011	1353	29-Oct-2014	29-Oct-2014	Canis familiaris	25330178	RV2847N
KJ957432	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2011	2011	2011	1353	29-Oct-2014	29-Oct-2014	Capra hircus	25330178	RV2848N
KJ957433	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2011	2011	2011	1353	29-Oct-2014	29-Oct-2014	Canis familiaris	25330178	RV2849N
KJ957434	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2011	2011	2011	1353	29-Oct-2014	29-Oct-2014	Felis catus	25330178	RV2850N
KJ957435	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2011	2011	2011	1353	29-Oct-2014	29-Oct-2014	Canis familiaris	25330178	RV2851N
KJ957436	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2011	2011	2011	1353	29-Oct-2014	29-Oct-2014	Canis familiaris	25330178	RV2852N
KJ957437	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2011	2011	2011	1353	29-Oct-2014	29-Oct-2014	mongoose	25330178	RV2853N
KJ957438	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2011	2011	2011	1353	29-Oct-2014	29-Oct-2014	mongoose	25330178	RV2854N
KJ957439	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2011	2011	2011	1353	29-Oct-2014	29-Oct-2014	Canis familiaris	25330178	RV2855N
KJ957440	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2011	2011	2011	1353	29-Oct-2014	29-Oct-2014	mongoose	25330178	RV2925N
KJ957441	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2012	2012	2012	1353	29-Oct-2014	29-Oct-2014	mongoose	25330178	RV2927N
KJ957442	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2012	2012	2012	1353	29-Oct-2014	29-Oct-2014	mongoose	25330178	RV2928N
KJ957443	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2012	2012	2012	1353	29-Oct-2014	29-Oct-2014	mongoose	25330178	RV2964N
KJ957444	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2012	2012	2012	1353	29-Oct-2014	29-Oct-2014	mongoose	25330178	RV2965N
KJ957445	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2012	2012	2012	1353	29-Oct-2014	29-Oct-2014	mongoose	25330178	RV2966N
KJ957446	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2013	2013	2013	1353	29-Oct-2014	29-Oct-2014	Canis familiaris	25330178	RV2967N
KJ957447	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2013	2013	2013	1353	29-Oct-2014	29-Oct-2014	Canis familiaris	25330178	RV2968N
KJ957448	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2013	2013	2013	1353	29-Oct-2014	29-Oct-2014	Canis familiaris	25330178	RV2969N
KJ957449	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2013	2013	2013	1353	29-Oct-2014	29-Oct-2014	mongoose	25330178	RV2970N
KJ957450	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2013	2013	2013	1353	29-Oct-2014	29-Oct-2014	mongoose	25330178	RV2971N
KJ957451	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2013	2013	2013	1353	29-Oct-2014	29-Oct-2014	mongoose	25330178	RV2972N
KJ957452	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2013	2013	2013	1353	29-Oct-2014	29-Oct-2014	mongoose	25330178	RV2973N
KM067274	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2012	2012	2012	1353	29-Oct-2014	29-Oct-2014	Mongoose	25330178	RV2926
KM594039	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2009	2009	2009	11881	18-Nov-2015	14-Apr-2016	Cerdocyon thous	-	IP 7841/09
KR781522	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1465dgPI_06
KR781523	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP2251dgPI_06
KR781524	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP3630dgPI_11
KR781525	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2011	2011	2011	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP3629dgPI_11
KR781526	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP7847dgPE_09
KR781527	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP9765dgPE_06
KR781528	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2008	2008	2008	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1726dgPE_08
KR781529	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2008	2008	2008	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1722dgPE_08
KR781530	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2008	2008	2008	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1724dgPE_08
KR781531	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP7854dgPE_09
KR781532	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP7855dgPE_09
KR781533	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP7841dgPE_09
KR781534	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP7842dgPE_09
KR781535	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2010	2010	2010	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP5049dgPE_10
KR781536	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP6915dgBA_06
KR781538	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP4044dgMA_06
KR781539	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP2159dgMA_07
KR781540	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP2162dgMA_07
KR781541	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP2163dgMA_07
KR781542	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP2165dgMA_07
KR781543	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP2168dgMA_07
KR781544	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP2169dgMA_07
KR781545	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP2170dgMA_07
KR781546	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2012	2012	2012	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1888dgMA_12
KR781547	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2012	2012	2012	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1890dgMA_12
KR781548	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2012	2012	2012	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1891dgMA_12
KR781549	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2012	2012	2012	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1893dgMA_12
KR781550	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2012	2012	2012	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1894dgMA_12
KR781551	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2012	2012	2012	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1895dgMA_12
KR781552	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2012	2012	2012	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1896dgMA_12
KR781553	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2012	2012	2012	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1897dgMA_12
KR781554	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1016dgPB_09
KR781555	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP7777dgRN_07
KR781556	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP5635dgRN_09
KR781557	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP8045dgRN_09
KR781558	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2010	2010	2010	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1943dgRN_10
KR781559	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1712dgRO_07
KR781560	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1714dgRO_07
KR781561	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1715dgRO_07
KR781562	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1716dgRO_07
KR781563	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1724dgRO_07
KR781564	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1725dgRO_07
KR781565	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1718dgAM_07
KR781566	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1713dgPA_07
KR781567	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1719dgPA_07
KR781568	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP5494dgPA_07
KR781569	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Canis familiaris	-	IP1720dgAC_07
KR781570	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP2249CthPI_06
KR781571	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP3578CthPI_06
KR781572	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP9755CthPE_06
KR781573	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP9757CthPE_06
KR781574	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP9758CthPE_06
KR781575	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP9759CthPE_06
KR781576	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP9763CthPE_06
KR781577	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP9764CthPE_06
KR781578	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP9767CthPE_06
KR781579	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP9754CthPE_06
KR781580	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2008	2008	2008	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP1719CthPE_08
KR781581	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2008	2008	2008	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP1723CthPE_08
KR781582	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP7837CthPE_09
KR781583	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP7840CthPE_09
KR781584	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP7843CthPE_09
KR781585	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP7845CthPE_09
KR781586	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP7852CthPE_09
KR781587	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP7853CthPE_09
KR781588	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2010	2010	2010	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP5054CthPE_10
KR781589	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2010	2010	2010	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP5050CthPE_10
KR781590	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2010	2010	2010	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP5055CthPE_10
KR781591	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP3327CthBA_07
KR781592	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP5667CthBA_07
KR781593	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP8832CthRN_06
KR781594	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2006	2006	2006	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP8833CthRN_06
KR781595	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP7779CthRN_07
KR781596	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2007	2007	2007	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP7781CthRN_07
KR781597	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2008	2008	2008	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP3747CthRN_08
KR781598	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP8044CthRN_09
KR781599	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP5634CthRN_09
KR781600	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2010	2010	2010	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP3453CthRN_10
KR781601	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2011	2011	2011	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP3208CthRN_11
KR781602	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2008	2008	2008	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP6618CthCE_08
KR781603	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2008	2008	2008	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP1721CthPE_08
KR781604	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP1014CthSE_09
KR781605	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2009	2009	2009	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP5636CthPB_09
KR781606	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2010	2010	2010	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP3450CthPB_10
KR781607	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2010	2010	2010	1367	28-Oct-2016	28-Oct-2016	Cerdocyon thous	-	IP5051CthPB_10
KR902345	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Queretaro	2012	2012	2012	501	13-Jul-2015	13-Jul-2015	Canis familiaris	-	T12-0022/30786
KT006769	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2013	2013	2013	11922	08-Sep-2015	06-Sep-2017	Canis familiaris	-	3944
KU312285	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	-	2015	2015	2015	320	05-Jul-2016	05-Jul-2016	Canis lupus familiaris	-	1
KU312286	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	-	2014	2014	2014	320	05-Jul-2016	05-Jul-2016	Canis lupus familiaris	-	27
KU312287	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	-	1996	1996	1996	320	05-Jul-2016	05-Jul-2016	Canis lupus familiaris	-	9
KU312288	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	-	1996	1996	1996	320	05-Jul-2016	05-Jul-2016	Canis lupus familiaris	-	13
KU312289	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	-	1996	1996	1996	320	05-Jul-2016	05-Jul-2016	Canis lupus familiaris	-	14
KU312290	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	-	1996	1996	1996	320	05-Jul-2016	05-Jul-2016	Canis lupus familiaris	-	20
KU312291	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	-	1996	1996	1996	320	05-Jul-2016	05-Jul-2016	Canis lupus familiaris	-	77
KU312292	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	-	1996	1996	1996	320	05-Jul-2016	05-Jul-2016	Canis lupus familiaris	-	83
KU312293	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	-	1996	1996	1996	320	05-Jul-2016	05-Jul-2016	Canis lupus familiaris	-	84
KU312294	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	-	1996	1996	1996	320	05-Jul-2016	05-Jul-2016	Canis lupus familiaris	-	90
KU312295	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	-	1996	1996	1996	320	05-Jul-2016	05-Jul-2016	Canis lupus familiaris	-	93
KU312296	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	-	1996	1996	1996	320	05-Jul-2016	05-Jul-2016	Canis lupus familiaris	-	500
KU312297	AL_Cosmopolitan	Cosmopolitan	PRY	Paraguay	-	1996	1996	1996	320	05-Jul-2016	05-Jul-2016	Canis lupus familiaris	-	6302
KU550103	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	CRI	Costa Rica	-	2014	2014	2014	1430	23-Mar-2016	10-May-2016	Homo sapiens	26982168	LSE0453-14
KU888643	AL_Asian_SEA1b	Asian SEA1b	CHL	Chile	-	1998	1998	1998	1575	30-Mar-2016	30-Mar-2016	Canis familiaris	26992832	9811CHI
KU938752	AL_Cosmopolitan	Cosmopolitan	PER	Peru	-	2011	2011	2011	1350	03-Oct-2016	03-Oct-2016	Desmodus rotundus	27621441	201101787@2011Puno
KU938829	AL_Cosmopolitan	Cosmopolitan	PER	Peru	-	2012	2012	2012	1350	03-Oct-2016	03-Oct-2016	Desmodus rotundus	27621441	201203037@2012Puno
KU938904	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	PER	Peru	-	1999	1999	1999	1350	03-Oct-2016	03-Oct-2016	Desmodus rotundus	27621441	676@1999MadreDeDios
KX148102	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	1991	1991	1991	11922	28-Nov-2016	28-Nov-2016	Canis familiaris	-	91026MEX
KX148110	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	1991	1991	1991	11802	28-Nov-2016	28-Nov-2016	Canis familiaris	-	91014MEX
KX148111	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	1991	1991	1991	11802	28-Nov-2016	28-Nov-2016	Canis familiaris	-	91015MEX
KX148112	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	1991	1991	1991	11802	28-Nov-2016	28-Nov-2016	Homo sapiens	-	91010MEX
KX148214	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1995	1995	1995	11803	28-Nov-2016	28-Nov-2016	Canis familiaris	-	95023BRE
KX148215	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1995	1995	1995	11803	28-Nov-2016	28-Nov-2016	Canis familiaris	-	95022BRE
KX148216	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1986	1986	1986	11802	28-Nov-2016	28-Nov-2016	Canis familiaris	-	86001BRE
KX148217	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	1986	1986	1986	11804	28-Nov-2016	28-Nov-2016	Canis familiaris	-	86123BRE
KX708499	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	2015	2015	2015	11794	22-Aug-2017	22-Aug-2017	Canis familiaris	28819692	2041MxYucgod15
KX708500	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	2014	2014	2014	11794	22-Aug-2017	22-Aug-2017	Canis familiaris	28819692	3106MxYucdog14
KX708501	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	2013	2013	2013	11794	22-Aug-2017	22-Aug-2017	Canis familiaris	28819692	2187MxYucdog13
KX708502	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Chiapas	2012	2012	2012	11793	22-Aug-2017	22-Aug-2017	Canis familiaris	28819692	5559MxChisdog12
KX708503	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Chiapas	2014	2014	2014	11793	22-Aug-2017	22-Aug-2017	Canis familiaris	28819692	2835MxChisdog14
KX708504	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Yucatan	2008	2008	2008	11798	22-Aug-2017	22-Aug-2017	Canis familiaris	28819692	9084MxYucdog08
MG458319	AL_Cosmopolitan	Cosmopolitan	GRD	Grenada	-	2012	2012	2012	11925	31-Jan-2018	31-Jan-2018	mongoose	29357361	RV2854
MK887203	AL_Cosmopolitan_Vac	Cosmopolitan Vac	MEX	Mexico	GTO/PUE	2016	2016	2016	483	27-Nov-2019	27-Nov-2019	Desmodus rotundus	-	A
MK887204	AL_Cosmopolitan_Vac	Cosmopolitan Vac	MEX	Mexico	Puebla	2017	2017	2017	483	27-Nov-2019	27-Nov-2019	Desmodus rotundus	-	B
MK887205	AL_Cosmopolitan_Vac	Cosmopolitan Vac	MEX	Mexico	Puebla	2017	2017	2017	483	27-Nov-2019	27-Nov-2019	Desmodus rotundus	-	C
MK887206	AL_Cosmopolitan_Vac	Cosmopolitan Vac	MEX	Mexico	Puebla	2017	2017	2017	483	27-Nov-2019	27-Nov-2019	Desmodus rotundus	-	D
MK956097	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2015	2015	2015	1350	21-Dec-2019	21-Dec-2019	Canis lupus familiaris	-	1015BRACMG2015
